ContactId,DateOfBirth,Gender,City,State,CreatedOn,Loyalty Tier,Email Subscriber,Income,Occupation,CustomerSatisfaction,RewardPoints,CreditCard,CreatedOn_loyalty,PurchaseId,ProductId,PurchasedOn,TotalPrice,ReviewRating
CNTID_2023,2016-09-26,Male,Cary,North Carolina,2019-01-31,medium,No,84172.40573015752,Teacher,medium,45,No,2017-10-22,OPID_3438,ProdID_1081,2018-05-26,89,3.0
CNTID_2023,2016-09-26,Male,Cary,North Carolina,2019-01-31,medium,No,84172.40573015752,Teacher,medium,45,No,2017-10-22,OPID_3439,ProdID_1093,2018-08-28,65,3.0
CNTID_2023,2016-09-26,Male,Cary,North Carolina,2019-01-31,medium,No,84172.40573015752,Teacher,medium,45,No,2017-10-22,OPID_3440,ProdID_1084,2019-02-01,91,3.0
CNTID_2024,1989-07-05,Male,Edison ,New Jersey,2019-01-31,medium,No,20000.0,Teacher,medium,86,No,2018-03-11,OPID_3441,ProdID_1084,2017-05-21,83,3.6666666666666665
CNTID_2026,1970-02-16,Male,Huntington Beach,California,2019-01-31,medium,No,35606.95068620084,Teacher,medium,127,Yes,2017-03-25,OPID_3442,ProdID_1054,2017-06-15,44,4.0
CNTID_2027,1997-07-02,Male,Broken Arrow,Oklahoma,2019-01-31,medium,No,49443.52379057773,Teacher,medium,32,No,2017-09-12,OPID_3443,ProdID_1073,2018-12-16,183,4.333333333333333
CNTID_2027,1997-07-02,Male,Broken Arrow,Oklahoma,2019-01-31,medium,No,49443.52379057773,Teacher,medium,32,No,2017-09-12,OPID_3444,ProdID_1088,2019-01-23,219,4.333333333333333
CNTID_2027,1997-07-02,Male,Broken Arrow,Oklahoma,2019-01-31,medium,No,49443.52379057773,Teacher,medium,32,No,2017-09-12,OPID_3445,ProdID_1061,2019-01-26,146,4.333333333333333
CNTID_2027,1997-07-02,Male,Broken Arrow,Oklahoma,2019-01-31,medium,No,49443.52379057773,Teacher,medium,32,No,2017-09-12,OPID_3446,ProdID_1082,2019-02-06,45,4.333333333333333
CNTID_2028,2013-09-09,Male,Baton Rouge,Louisiana,2019-01-31,medium,No,20000.0,Software Engineer,medium,68,Yes,2018-10-21,OPID_3447,ProdID_1072,2017-11-01,197,4.2
CNTID_2028,2013-09-09,Male,Baton Rouge,Louisiana,2019-01-31,medium,No,20000.0,Software Engineer,medium,68,Yes,2018-10-21,OPID_3448,ProdID_1062,2018-07-22,155,4.2
CNTID_2030,1994-01-18,Male,Cedar Rapids,Iowa,2019-01-31,medium,No,90961.16002553422,Student,low,281,Yes,2018-12-10,OPID_3449,ProdID_1084,2017-10-12,59,3.6666666666666665
CNTID_2030,1994-01-18,Male,Cedar Rapids,Iowa,2019-01-31,medium,No,90961.16002553422,Student,low,281,Yes,2018-12-10,OPID_3450,ProdID_1066,2018-04-30,65,3.6666666666666665
CNTID_2030,1994-01-18,Male,Cedar Rapids,Iowa,2019-01-31,medium,No,90961.16002553422,Student,low,281,Yes,2018-12-10,OPID_3451,ProdID_1058,2018-06-07,135,3.6666666666666665
CNTID_2030,1994-01-18,Male,Cedar Rapids,Iowa,2019-01-31,medium,No,90961.16002553422,Student,low,281,Yes,2018-12-10,OPID_3452,ProdID_1091,2018-08-01,231,3.6666666666666665
CNTID_2031,2014-11-04,Male,Salem,Oregon,2019-01-31,medium,No,99929.26047156566,Software Engineer,medium,212,Yes,2018-07-20,OPID_3453,ProdID_1085,2017-12-15,159,4.0
CNTID_2031,2014-11-04,Male,Salem,Oregon,2019-01-31,medium,No,99929.26047156566,Software Engineer,medium,212,Yes,2018-07-20,OPID_3454,ProdID_1058,2018-12-20,196,4.0
CNTID_2031,2014-11-04,Male,Salem,Oregon,2019-01-31,medium,No,99929.26047156566,Software Engineer,medium,212,Yes,2018-07-20,OPID_3455,ProdID_1057,2018-12-28,51,4.0
CNTID_2032,1976-06-18,Male,Cary,North Carolina,2019-01-31,medium,Yes,88811.6321933698,Teacher,high,59,No,2017-04-08,OPID_3456,ProdID_1056,2017-09-30,30,4.25
CNTID_2032,1976-06-18,Male,Cary,North Carolina,2019-01-31,medium,Yes,88811.6321933698,Teacher,high,59,No,2017-04-08,OPID_3457,ProdID_1078,2018-05-20,41,4.25
CNTID_2032,1976-06-18,Male,Cary,North Carolina,2019-01-31,medium,Yes,88811.6321933698,Teacher,high,59,No,2017-04-08,OPID_3458,ProdID_1061,2018-08-24,96,4.25
CNTID_2032,1976-06-18,Male,Cary,North Carolina,2019-01-31,medium,Yes,88811.6321933698,Teacher,high,59,No,2017-04-08,OPID_3459,ProdID_1077,2018-12-31,36,4.25
CNTID_2033,1972-04-24,Male,Killeen,Texas,2019-01-31,medium,Yes,47272.29092527193,Software Engineer,medium,47,Yes,2017-01-03,OPID_3460,ProdID_1056,2017-03-09,219,4.333333333333333
CNTID_2033,1972-04-24,Male,Killeen,Texas,2019-01-31,medium,Yes,47272.29092527193,Software Engineer,medium,47,Yes,2017-01-03,OPID_3461,ProdID_1052,2017-03-24,116,4.333333333333333
CNTID_2033,1972-04-24,Male,Killeen,Texas,2019-01-31,medium,Yes,47272.29092527193,Software Engineer,medium,47,Yes,2017-01-03,OPID_3462,ProdID_1082,2018-02-19,108,4.333333333333333
CNTID_2035,1998-05-08,Male,Shreveport,Louisiana,2019-01-31,medium,No,59649.789999849774,Teacher,medium,79,No,2017-08-29,OPID_3463,ProdID_1097,2018-12-18,141,3.8
CNTID_2035,1998-05-08,Male,Shreveport,Louisiana,2019-01-31,medium,No,59649.789999849774,Teacher,medium,79,No,2017-08-29,OPID_3464,ProdID_1050,2018-12-18,180,3.8
CNTID_2035,1998-05-08,Male,Shreveport,Louisiana,2019-01-31,medium,No,59649.789999849774,Teacher,medium,79,No,2017-08-29,OPID_3465,ProdID_1065,2019-01-17,239,3.8
CNTID_2035,1998-05-08,Male,Shreveport,Louisiana,2019-01-31,medium,No,59649.789999849774,Teacher,medium,79,No,2017-08-29,OPID_3466,ProdID_1093,2019-01-22,117,3.8
CNTID_2036,2017-07-05,Male,Sacramento,California,2019-01-31,medium,Yes,137141.8472290194,Software Engineer,medium,47,No,2018-06-03,OPID_3467,ProdID_1059,2018-07-18,122,3.8
CNTID_2036,2017-07-05,Male,Sacramento,California,2019-01-31,medium,Yes,137141.8472290194,Software Engineer,medium,47,No,2018-06-03,OPID_3468,ProdID_1090,2018-12-23,203,3.8
CNTID_2036,2017-07-05,Male,Sacramento,California,2019-01-31,medium,Yes,137141.8472290194,Software Engineer,medium,47,No,2018-06-03,OPID_3469,ProdID_1082,2019-02-04,226,3.8
CNTID_2036,2017-07-05,Male,Sacramento,California,2019-01-31,medium,Yes,137141.8472290194,Software Engineer,medium,47,No,2018-06-03,OPID_3470,ProdID_1057,2019-02-05,103,3.8
CNTID_2036,2017-07-05,Male,Sacramento,California,2019-01-31,medium,Yes,137141.8472290194,Software Engineer,medium,47,No,2018-06-03,OPID_3471,ProdID_1078,2019-02-06,64,3.8
CNTID_2037,1980-03-20,Male,Nashville,Tennessee,2019-01-31,high,No,119760.07265308117,Software Engineer,high,116,No,2018-02-07,OPID_3472,ProdID_1081,2017-07-08,159,3.0
CNTID_2037,1980-03-20,Male,Nashville,Tennessee,2019-01-31,high,No,119760.07265308117,Software Engineer,high,116,No,2018-02-07,OPID_3473,ProdID_1087,2017-10-31,173,3.0
CNTID_2037,1980-03-20,Male,Nashville,Tennessee,2019-01-31,high,No,119760.07265308117,Software Engineer,high,116,No,2018-02-07,OPID_3474,ProdID_1084,2018-01-12,214,3.0
CNTID_2037,1980-03-20,Male,Nashville,Tennessee,2019-01-31,high,No,119760.07265308117,Software Engineer,high,116,No,2018-02-07,OPID_3475,ProdID_1082,2019-01-06,143,3.0
CNTID_2037,1980-03-20,Male,Nashville,Tennessee,2019-01-31,high,No,119760.07265308117,Software Engineer,high,116,No,2018-02-07,OPID_3476,ProdID_1053,2019-01-08,190,3.0
CNTID_2038,1979-07-24,Male,Thornton,Colorado,2019-01-31,medium,Yes,102484.3769661964,Teacher,high,225,Yes,2018-11-21,OPID_3477,ProdID_1084,2018-10-05,1432,4.2
CNTID_2038,1979-07-24,Male,Thornton,Colorado,2019-01-31,medium,Yes,102484.3769661964,Teacher,high,225,Yes,2018-11-21,OPID_3478,ProdID_1060,2019-01-07,1549,4.2
CNTID_2038,1979-07-24,Male,Thornton,Colorado,2019-01-31,medium,Yes,102484.3769661964,Teacher,high,225,Yes,2018-11-21,OPID_3479,ProdID_1068,2019-01-16,1484,4.2
CNTID_2038,1979-07-24,Male,Thornton,Colorado,2019-01-31,medium,Yes,102484.3769661964,Teacher,high,225,Yes,2018-11-21,OPID_3480,ProdID_1093,2019-01-16,1372,4.2
CNTID_2038,1979-07-24,Male,Thornton,Colorado,2019-01-31,medium,Yes,102484.3769661964,Teacher,high,225,Yes,2018-11-21,OPID_3481,ProdID_1084,2019-01-17,1550,4.2
CNTID_2039,1993-05-15,Male,Burbank,California,2019-01-31,medium,No,45253.75279612999,Software Engineer,medium,208,No,2017-09-25,OPID_3482,ProdID_1052,2018-05-20,163,3.4
CNTID_2039,1993-05-15,Male,Burbank,California,2019-01-31,medium,No,45253.75279612999,Software Engineer,medium,208,No,2017-09-25,OPID_3483,ProdID_1065,2018-05-20,241,3.4
CNTID_2040,1974-11-27,Male,Clarksville,Tennessee,2019-01-31,medium,No,25826.37294041329,Teacher,medium,208,No,2017-10-23,OPID_3484,ProdID_1091,2017-01-20,200,3.6666666666666665
CNTID_2040,1974-11-27,Male,Clarksville,Tennessee,2019-01-31,medium,No,25826.37294041329,Teacher,medium,208,No,2017-10-23,OPID_3485,ProdID_1097,2018-10-13,151,3.6666666666666665
CNTID_2041,2008-01-01,Male,Sterling Heights,Michigan,2019-01-31,medium,No,69068.48410233756,Teacher,medium,236,Yes,2018-05-17,OPID_3486,ProdID_1090,2018-07-20,188,3.6666666666666665
CNTID_2041,2008-01-01,Male,Sterling Heights,Michigan,2019-01-31,medium,No,69068.48410233756,Teacher,medium,236,Yes,2018-05-17,OPID_3487,ProdID_1088,2018-09-16,118,3.6666666666666665
CNTID_2041,2008-01-01,Male,Sterling Heights,Michigan,2019-01-31,medium,No,69068.48410233756,Teacher,medium,236,Yes,2018-05-17,OPID_3488,ProdID_1099,2018-12-07,229,3.6666666666666665
CNTID_2043,2007-09-21,Male,Orange,California,2019-01-31,medium,No,44441.512684926834,Software Engineer,low,39,No,2017-07-10,OPID_3489,ProdID_1051,2017-04-13,186,3.6666666666666665
CNTID_2043,2007-09-21,Male,Orange,California,2019-01-31,medium,No,44441.512684926834,Software Engineer,low,39,No,2017-07-10,OPID_3490,ProdID_1090,2018-05-17,89,3.6666666666666665
CNTID_2044,1976-10-10,Male,Macon,Georgia,2019-01-31,low,Yes,249621.72945686712,Software Engineer,medium,243,Yes,2018-06-16,OPID_3491,ProdID_1050,2018-03-01,164,4.0
CNTID_2044,1976-10-10,Male,Macon,Georgia,2019-01-31,low,Yes,249621.72945686712,Software Engineer,medium,243,Yes,2018-06-16,OPID_3492,ProdID_1087,2018-12-29,2469,4.0
CNTID_2045,1976-01-22,Male,Clinton,Michigan,2019-01-31,low,No,154684.50583707177,Teacher,medium,191,Yes,2017-12-11,OPID_3493,ProdID_1088,2017-09-14,249,3.6
CNTID_2045,1976-01-22,Male,Clinton,Michigan,2019-01-31,low,No,154684.50583707177,Teacher,medium,191,Yes,2017-12-11,OPID_3494,ProdID_1057,2018-12-03,71,3.6
CNTID_2046,1984-08-26,Male,Clovis,California,2019-01-31,high,Yes,122539.22525935492,Software Engineer,high,138,No,2017-10-13,OPID_3495,ProdID_1063,2017-01-26,61,3.0
CNTID_2046,1984-08-26,Male,Clovis,California,2019-01-31,high,Yes,122539.22525935492,Software Engineer,high,138,No,2017-10-13,OPID_3496,ProdID_1078,2018-03-01,185,3.0
CNTID_2046,1984-08-26,Male,Clovis,California,2019-01-31,high,Yes,122539.22525935492,Software Engineer,high,138,No,2017-10-13,OPID_3497,ProdID_1083,2018-09-17,2597,3.0
CNTID_2047,2008-12-30,Male,Bakersfield,California,2019-01-31,low,Yes,211633.48113585432,Teacher,medium,60,No,2018-06-26,OPID_3498,ProdID_1082,2017-07-16,95,2.75
CNTID_2047,2008-12-30,Male,Bakersfield,California,2019-01-31,low,Yes,211633.48113585432,Teacher,medium,60,No,2018-06-26,OPID_3499,ProdID_1097,2017-09-15,210,2.75
CNTID_2047,2008-12-30,Male,Bakersfield,California,2019-01-31,low,Yes,211633.48113585432,Teacher,medium,60,No,2018-06-26,OPID_3500,ProdID_1076,2019-01-29,77,2.75
CNTID_2047,2008-12-30,Male,Bakersfield,California,2019-01-31,low,Yes,211633.48113585432,Teacher,medium,60,No,2018-06-26,OPID_3501,ProdID_1054,2019-02-05,224,2.75
CNTID_2048,2013-03-09,Male,Las Vegas,Nevada,2019-01-31,medium,Yes,57269.85222256013,Teacher,high,54,No,2017-01-02,OPID_3502,ProdID_1057,2017-09-25,49,2.8
CNTID_2048,2013-03-09,Male,Las Vegas,Nevada,2019-01-31,medium,Yes,57269.85222256013,Teacher,high,54,No,2017-01-02,OPID_3503,ProdID_1076,2018-10-25,87,2.8
CNTID_2048,2013-03-09,Male,Las Vegas,Nevada,2019-01-31,medium,Yes,57269.85222256013,Teacher,high,54,No,2017-01-02,OPID_3504,ProdID_1065,2019-01-21,92,2.8
CNTID_2048,2013-03-09,Male,Las Vegas,Nevada,2019-01-31,medium,Yes,57269.85222256013,Teacher,high,54,No,2017-01-02,OPID_3505,ProdID_1095,2019-01-22,73,2.8
CNTID_2048,2013-03-09,Male,Las Vegas,Nevada,2019-01-31,medium,Yes,57269.85222256013,Teacher,high,54,No,2017-01-02,OPID_3506,ProdID_1086,2019-01-30,186,2.8
CNTID_2049,1976-05-10,Male,Yonkers,New York,2019-01-31,medium,No,36502.5932771678,Teacher,medium,102,Yes,2017-10-01,OPID_3507,ProdID_1095,2019-01-12,244,3.6666666666666665
CNTID_2049,1976-05-10,Male,Yonkers,New York,2019-01-31,medium,No,36502.5932771678,Teacher,medium,102,Yes,2017-10-01,OPID_3508,ProdID_1083,2019-01-26,175,3.6666666666666665
CNTID_2049,1976-05-10,Male,Yonkers,New York,2019-01-31,medium,No,36502.5932771678,Teacher,medium,102,Yes,2017-10-01,OPID_3509,ProdID_1088,2019-02-02,153,3.6666666666666665
CNTID_2050,2008-06-18,Male,Jurupa Valley,California,2019-01-31,medium,No,68872.73997656406,Teacher,low,267,Yes,2017-03-12,OPID_3510,ProdID_1091,2017-07-21,49,4.333333333333333
CNTID_2050,2008-06-18,Male,Jurupa Valley,California,2019-01-31,medium,No,68872.73997656406,Teacher,low,267,Yes,2017-03-12,OPID_3511,ProdID_1083,2018-04-21,63,4.333333333333333
CNTID_2054,1983-08-16,Male,Ann Arbor,Michigan,2019-01-31,high,Yes,20000.0,Software Engineer,high,145,No,2017-08-23,OPID_3512,ProdID_1094,2018-09-06,68,3.0
CNTID_2054,1983-08-16,Male,Ann Arbor,Michigan,2019-01-31,high,Yes,20000.0,Software Engineer,high,145,No,2017-08-23,OPID_3513,ProdID_1088,2018-09-15,46,3.0
CNTID_2054,1983-08-16,Male,Ann Arbor,Michigan,2019-01-31,high,Yes,20000.0,Software Engineer,high,145,No,2017-08-23,OPID_3514,ProdID_1092,2018-12-29,250,3.0
CNTID_2054,1983-08-16,Male,Ann Arbor,Michigan,2019-01-31,high,Yes,20000.0,Software Engineer,high,145,No,2017-08-23,OPID_3515,ProdID_1084,2019-01-26,202,3.0
CNTID_2054,1983-08-16,Male,Ann Arbor,Michigan,2019-01-31,high,Yes,20000.0,Software Engineer,high,145,No,2017-08-23,OPID_3516,ProdID_1086,2019-01-31,177,3.0
CNTID_2055,1969-05-08,Male,Beaumont,Texas,2019-01-31,medium,No,56032.27189452694,Teacher,medium,140,Yes,2017-03-18,OPID_3517,ProdID_1089,2018-01-12,159,3.25
CNTID_2056,2006-10-16,Male,Independence,Missouri,2019-01-31,medium,No,43233.2310164827,Software Engineer,medium,134,No,2017-01-13,OPID_3518,ProdID_1062,2018-05-11,244,3.75
CNTID_2056,2006-10-16,Male,Independence,Missouri,2019-01-31,medium,No,43233.2310164827,Software Engineer,medium,134,No,2017-01-13,OPID_3519,ProdID_1087,2018-07-27,37,3.75
CNTID_2057,1977-02-04,Male,Philadelphia,Pennsylvania,2019-01-31,medium,No,41282.140560995525,Software Engineer,medium,48,No,2018-11-21,OPID_3520,ProdID_1064,2018-09-27,112,3.6
CNTID_2057,1977-02-04,Male,Philadelphia,Pennsylvania,2019-01-31,medium,No,41282.140560995525,Software Engineer,medium,48,No,2018-11-21,OPID_3521,ProdID_1051,2018-10-07,210,3.6
CNTID_2057,1977-02-04,Male,Philadelphia,Pennsylvania,2019-01-31,medium,No,41282.140560995525,Software Engineer,medium,48,No,2018-11-21,OPID_3522,ProdID_1058,2018-11-19,207,3.6
CNTID_2058,2014-09-17,Male,Cleveland,Ohio,2019-01-31,low,Yes,203024.1144372997,Teacher,medium,168,No,2017-08-29,OPID_3523,ProdID_1099,2018-09-16,203,3.3333333333333335
CNTID_2058,2014-09-17,Male,Cleveland,Ohio,2019-01-31,low,Yes,203024.1144372997,Teacher,medium,168,No,2017-08-29,OPID_3524,ProdID_1075,2018-12-24,125,3.3333333333333335
CNTID_2058,2014-09-17,Male,Cleveland,Ohio,2019-01-31,low,Yes,203024.1144372997,Teacher,medium,168,No,2017-08-29,OPID_3525,ProdID_1090,2019-01-20,248,3.3333333333333335
CNTID_2058,2014-09-17,Male,Cleveland,Ohio,2019-01-31,low,Yes,203024.1144372997,Teacher,medium,168,No,2017-08-29,OPID_3526,ProdID_1054,2019-01-30,211,3.3333333333333335
CNTID_2058,2014-09-17,Male,Cleveland,Ohio,2019-01-31,low,Yes,203024.1144372997,Teacher,medium,168,No,2017-08-29,OPID_3527,ProdID_1096,2019-02-05,43,3.3333333333333335
CNTID_2059,1990-08-21,Male,Surprise,Arizona,2019-01-31,high,Yes,79117.33150339966,Software Engineer,high,25,Yes,2018-01-26,OPID_3528,ProdID_1055,2018-12-22,115,3.0
CNTID_2059,1990-08-21,Male,Surprise,Arizona,2019-01-31,high,Yes,79117.33150339966,Software Engineer,high,25,Yes,2018-01-26,OPID_3529,ProdID_1065,2019-01-13,115,3.0
CNTID_2059,1990-08-21,Male,Surprise,Arizona,2019-01-31,high,Yes,79117.33150339966,Software Engineer,high,25,Yes,2018-01-26,OPID_3530,ProdID_1075,2019-01-19,33,3.0
CNTID_2059,1990-08-21,Male,Surprise,Arizona,2019-01-31,high,Yes,79117.33150339966,Software Engineer,high,25,Yes,2018-01-26,OPID_3531,ProdID_1099,2019-01-27,184,3.0
CNTID_2059,1990-08-21,Male,Surprise,Arizona,2019-01-31,high,Yes,79117.33150339966,Software Engineer,high,25,Yes,2018-01-26,OPID_3532,ProdID_1085,2019-01-30,117,3.0
CNTID_2061,2006-07-23,Male,Akron,Ohio,2019-01-31,medium,No,109547.59258989387,Teacher,medium,231,Yes,2018-04-10,OPID_3533,ProdID_1053,2018-12-10,199,4.666666666666667
CNTID_2061,2006-07-23,Male,Akron,Ohio,2019-01-31,medium,No,109547.59258989387,Teacher,medium,231,Yes,2018-04-10,OPID_3534,ProdID_1069,2019-01-01,40,4.666666666666667
CNTID_2061,2006-07-23,Male,Akron,Ohio,2019-01-31,medium,No,109547.59258989387,Teacher,medium,231,Yes,2018-04-10,OPID_3535,ProdID_1093,2019-01-07,177,4.666666666666667
CNTID_2061,2006-07-23,Male,Akron,Ohio,2019-01-31,medium,No,109547.59258989387,Teacher,medium,231,Yes,2018-04-10,OPID_3536,ProdID_1050,2019-01-27,150,4.666666666666667
CNTID_2062,1972-03-14,Male,South Bend,Indiana,2019-01-31,medium,No,82100.43501790159,Student,low,225,Yes,2018-11-14,OPID_3537,ProdID_1070,2019-01-03,89,4.5
CNTID_2063,1977-04-24,Male,Sunnyvale,California,2019-01-31,medium,Yes,405993.6057002987,Investment Banking,low,54,Yes,2018-07-07,OPID_3538,ProdID_1099,2018-02-15,195,3.6
CNTID_2063,1977-04-24,Male,Sunnyvale,California,2019-01-31,medium,Yes,405993.6057002987,Investment Banking,low,54,Yes,2018-07-07,OPID_3539,ProdID_1068,2018-07-12,2598,3.6
CNTID_2063,1977-04-24,Male,Sunnyvale,California,2019-01-31,medium,Yes,405993.6057002987,Investment Banking,low,54,Yes,2018-07-07,OPID_3540,ProdID_1050,2019-01-12,2618,3.6
CNTID_2063,1977-04-24,Male,Sunnyvale,California,2019-01-31,medium,Yes,405993.6057002987,Investment Banking,low,54,Yes,2018-07-07,OPID_3541,ProdID_1079,2019-01-16,2512,3.6
CNTID_2063,1977-04-24,Male,Sunnyvale,California,2019-01-31,medium,Yes,405993.6057002987,Investment Banking,low,54,Yes,2018-07-07,OPID_3542,ProdID_1075,2019-01-20,2599,3.6
CNTID_2064,2016-05-21,Male,Pueblo,Colorado,2019-01-31,medium,No,74682.33062032548,Teacher,medium,99,Yes,2018-01-31,OPID_3543,ProdID_1059,2017-03-06,47,3.0
CNTID_2064,2016-05-21,Male,Pueblo,Colorado,2019-01-31,medium,No,74682.33062032548,Teacher,medium,99,Yes,2018-01-31,OPID_3544,ProdID_1063,2018-04-15,249,3.0
CNTID_2064,2016-05-21,Male,Pueblo,Colorado,2019-01-31,medium,No,74682.33062032548,Teacher,medium,99,Yes,2018-01-31,OPID_3545,ProdID_1079,2018-04-20,71,3.0
CNTID_2064,2016-05-21,Male,Pueblo,Colorado,2019-01-31,medium,No,74682.33062032548,Teacher,medium,99,Yes,2018-01-31,OPID_3546,ProdID_1060,2018-10-25,114,3.0
CNTID_2064,2016-05-21,Male,Pueblo,Colorado,2019-01-31,medium,No,74682.33062032548,Teacher,medium,99,Yes,2018-01-31,OPID_3547,ProdID_1073,2019-01-24,31,3.0
CNTID_2065,1999-02-08,Male,Pearland,Texas,2019-01-31,low,Yes,129298.70397769788,Teacher,medium,58,Yes,2017-06-25,OPID_3548,ProdID_1062,2017-11-06,148,3.0
CNTID_2065,1999-02-08,Male,Pearland,Texas,2019-01-31,low,Yes,129298.70397769788,Teacher,medium,58,Yes,2017-06-25,OPID_3549,ProdID_1071,2018-08-22,42,3.0
CNTID_2065,1999-02-08,Male,Pearland,Texas,2019-01-31,low,Yes,129298.70397769788,Teacher,medium,58,Yes,2017-06-25,OPID_3550,ProdID_1066,2018-10-23,64,3.0
CNTID_2065,1999-02-08,Male,Pearland,Texas,2019-01-31,low,Yes,129298.70397769788,Teacher,medium,58,Yes,2017-06-25,OPID_3551,ProdID_1075,2018-11-02,204,3.0
CNTID_2065,1999-02-08,Male,Pearland,Texas,2019-01-31,low,Yes,129298.70397769788,Teacher,medium,58,Yes,2017-06-25,OPID_3552,ProdID_1056,2019-01-10,249,3.0
CNTID_2066,1984-10-21,Male,Chattanooga,Tennessee,2019-01-31,medium,No,34690.36101593967,Software Engineer,medium,247,No,2018-04-08,OPID_3553,ProdID_1059,2017-08-18,76,3.3333333333333335
CNTID_2066,1984-10-21,Male,Chattanooga,Tennessee,2019-01-31,medium,No,34690.36101593967,Software Engineer,medium,247,No,2018-04-08,OPID_3554,ProdID_1051,2018-03-19,87,3.3333333333333335
CNTID_2066,1984-10-21,Male,Chattanooga,Tennessee,2019-01-31,medium,No,34690.36101593967,Software Engineer,medium,247,No,2018-04-08,OPID_3555,ProdID_1054,2018-07-20,38,3.3333333333333335
CNTID_2067,1985-05-27,Male,Allen,Texas,2019-01-31,medium,No,47994.13459570517,Student,low,76,Yes,2017-09-08,OPID_3556,ProdID_1082,2019-01-17,151,4.666666666666667
CNTID_2067,1985-05-27,Male,Allen,Texas,2019-01-31,medium,No,47994.13459570517,Student,low,76,Yes,2017-09-08,OPID_3557,ProdID_1078,2019-02-05,189,4.666666666666667
CNTID_2068,2007-11-26,Male,Lexington,Kentucky,2019-01-31,medium,Yes,57183.57769018756,Teacher,high,235,No,2017-04-30,OPID_3558,ProdID_1089,2017-11-08,72,3.4
CNTID_2069,1986-01-08,Male,Wilmington,North Carolina,2019-01-31,medium,No,34059.7965386882,Student,medium,19,Yes,2017-09-03,OPID_3559,ProdID_1094,2017-10-17,168,4.2
CNTID_2069,1986-01-08,Male,Wilmington,North Carolina,2019-01-31,medium,No,34059.7965386882,Student,medium,19,Yes,2017-09-03,OPID_3560,ProdID_1064,2018-03-14,125,4.2
CNTID_2070,2000-03-31,Male,Virginia Beach,Virginia,2019-01-31,medium,Yes,76620.14571645162,Software Engineer,medium,204,Yes,2017-02-27,OPID_3561,ProdID_1091,2018-05-22,219,4.6
CNTID_2070,2000-03-31,Male,Virginia Beach,Virginia,2019-01-31,medium,Yes,76620.14571645162,Software Engineer,medium,204,Yes,2017-02-27,OPID_3562,ProdID_1061,2019-01-30,78,4.6
CNTID_2070,2000-03-31,Male,Virginia Beach,Virginia,2019-01-31,medium,Yes,76620.14571645162,Software Engineer,medium,204,Yes,2017-02-27,OPID_3563,ProdID_1051,2019-02-03,31,4.6
CNTID_2070,2000-03-31,Male,Virginia Beach,Virginia,2019-01-31,medium,Yes,76620.14571645162,Software Engineer,medium,204,Yes,2017-02-27,OPID_3564,ProdID_1084,2019-02-05,75,4.6
CNTID_2070,2000-03-31,Male,Virginia Beach,Virginia,2019-01-31,medium,Yes,76620.14571645162,Software Engineer,medium,204,Yes,2017-02-27,OPID_3565,ProdID_1090,2019-02-05,218,4.6
CNTID_2071,2000-10-19,Male,West Valley City,Utah,2019-01-31,medium,No,20000.0,Software Engineer,low,29,No,2018-03-25,OPID_3566,ProdID_1093,2017-09-05,197,3.4
CNTID_2071,2000-10-19,Male,West Valley City,Utah,2019-01-31,medium,No,20000.0,Software Engineer,low,29,No,2018-03-25,OPID_3567,ProdID_1059,2018-04-11,49,3.4
CNTID_2071,2000-10-19,Male,West Valley City,Utah,2019-01-31,medium,No,20000.0,Software Engineer,low,29,No,2018-03-25,OPID_3568,ProdID_1093,2018-06-17,156,3.4
CNTID_2071,2000-10-19,Male,West Valley City,Utah,2019-01-31,medium,No,20000.0,Software Engineer,low,29,No,2018-03-25,OPID_3569,ProdID_1084,2018-06-25,64,3.4
CNTID_2071,2000-10-19,Male,West Valley City,Utah,2019-01-31,medium,No,20000.0,Software Engineer,low,29,No,2018-03-25,OPID_3570,ProdID_1071,2018-08-19,141,3.4
CNTID_2072,1990-03-26,Male,Portland,Oregon,2019-01-31,medium,Yes,40748.266588118655,Teacher,high,294,No,2018-01-09,OPID_3571,ProdID_1086,2018-01-06,196,3.0
CNTID_2072,1990-03-26,Male,Portland,Oregon,2019-01-31,medium,Yes,40748.266588118655,Teacher,high,294,No,2018-01-09,OPID_3572,ProdID_1076,2018-08-09,153,3.0
CNTID_2072,1990-03-26,Male,Portland,Oregon,2019-01-31,medium,Yes,40748.266588118655,Teacher,high,294,No,2018-01-09,OPID_3573,ProdID_1097,2018-08-11,66,3.0
CNTID_2073,2004-07-29,Male,Dayton,Ohio,2019-01-31,medium,No,109659.76261334783,Teacher,medium,251,Yes,2017-12-29,OPID_3574,ProdID_1076,2018-11-23,173,4.6
CNTID_2073,2004-07-29,Male,Dayton,Ohio,2019-01-31,medium,No,109659.76261334783,Teacher,medium,251,Yes,2017-12-29,OPID_3575,ProdID_1067,2018-12-17,109,4.6
CNTID_2073,2004-07-29,Male,Dayton,Ohio,2019-01-31,medium,No,109659.76261334783,Teacher,medium,251,Yes,2017-12-29,OPID_3576,ProdID_1061,2018-12-17,47,4.6
CNTID_2074,2018-02-06,Male,Lancaster,California,2019-01-31,medium,No,20000.0,Teacher,medium,202,No,2018-08-25,OPID_3577,ProdID_1090,2017-01-19,204,4.0
